state,county,pop2018,65plus2018,dens2019,cases,first_case,deaths,first_death,stay_home_date,r_percent,d_percent,g_percent,l_percent,poverty,obesity
Minnesota,Waseca County,18691,3400,44.15,109.0,2020-03-15,0.0,,2020-03-27,62.2925148763,29.6273097401,1.10658732644,4.04008769183,7.5,0.31
Minnesota,Washington County,259201,38906,674.28,2328.0,2020-03-15,0.0,,2020-03-27,45.1047653718,46.9648495201,1.03470243554,4.3264283164,4.95,0.243
Minnesota,Watonwan County,10980,2191,25.24,106.0,2020-03-30,0.0,,2020-03-27,55.6829611748,36.4916515792,1.0460671897,3.1382015691,12.6,0.308
Minnesota,Wilkin County,6254,1200,8.33,169.0,2020-03-26,0.0,,2020-03-27,64.9283318085,27.2339127783,1.03690149436,4.45257700518,8.0,0.302
Minnesota,Winona County,50825,8631,81.17,1023.0,2020-03-25,0.0,,2020-03-27,46.8899891691,43.9656506266,2.05399969055,4.50642116664,15.75,0.273
Minnesota,Wright County,136349,17215,206.24,548.0,2020-03-13,0.0,,2020-03-27,62.5762790294,29.4068311305,0.79098822917,4.34103594875,5.55,0.265
Minnesota,Yellow Medicine County,9795,1981,0.29,60.0,2020-04-01,0.0,,2020-03-27,64.3822577575,29.0119931468,0.704359413668,3.10298876832,11.8,0.253
Mississippi,Adams County,31192,5874,67.47,1535.0,2020-03-20,85.0,2020-04-04,2020-04-03,41.960045849,56.6644833797,0.204683150483,0.835107253971,29.25,0.361
Mississippi,Alcorn County,36925,6813,92.3,179.0,2020-03-30,0.0,,2020-04-03,79.9472295515,18.1584466545,0.257086800622,1.12982883431,18.05,0.321
Mississippi,Amite County,12326,2896,16.88,359.0,2020-03-25,21.0,2020-03-30,2020-04-03,60.8844021044,38.2198208446,0.0995307834495,0.540309967297,27.15,0.347
Mississippi,Attala County,18365,3521,24.99,877.0,2020-03-21,0.0,,2020-04-03,59.2101629384,39.3123446562,0.193316763325,0.690417011875,24.25,0.379
Mississippi,Benton County,8271,1547,20.34,175.0,2020-03-26,0.0,,2020-04-03,56.0560560561,42.8678678679,0.225225225225,0.700700700701,26.45,0.358
Mississippi,Bolivar County,31333,4951,35.74,1825.0,2020-03-18,95.0,2020-03-31,2020-04-03,33.1306990881,65.5443846933,0.233808744447,0.717013482971,36.8,0.356
Mississippi,Calhoun County,14436,2732,24.61,653.0,2020-03-25,38.0,2020-04-02,2020-04-03,68.7805647578,29.7207761477,0.157753588894,0.772992585581,22.35,0.336
Mississippi,Carroll County,9911,2348,15.77,242.0,2020-03-29,10.0,2020-04-17,2020-04-03,68.9945155393,30.1279707495,0.164533820841,0.511882998172,23.45,0.331
Mississippi,Chickasaw County,17171,2958,34.22,903.0,2020-03-22,49.0,2020-04-02,2020-04-03,52.3067173638,46.2484157161,0.152091254753,0.773130544994,25.0,0.371
Mississippi,Choctaw County,8278,1785,19.79,303.0,2020-03-24,10.0,2020-04-17,2020-04-03,68.7313432836,29.8009950249,0.298507462687,0.646766169154,22.05,0.348
Mississippi,Claiborne County,9002,1472,18.47,180.0,2020-03-29,0.0,,2020-04-03,14.0148950575,85.4096140826,0.101557210562,0.169262017603,36.8,0.414
Mississippi,Clarke County,15604,3190,22.56,512.0,2020-03-28,38.0,2020-04-09,2020-04-03,65.9665499806,33.1388564761,0.194476857254,0.375988590691,22.6,0.349
Mississippi,Clay County,19386,3580,47.27,503.0,2020-03-21,15.0,2020-04-17,2020-04-03,41.5261044177,57.1787148594,0.200803212851,0.682730923695,24.9,0.394
Mississippi,Coahoma County,22628,3492,40.96,1200.0,2020-03-18,18.0,2020-04-17,2020-04-03,27.2217235189,71.566427289,0.145870736086,0.594703770197,35.75,0.474
Mississippi,Copiah County,28543,5035,36.72,986.0,2020-03-13,10.0,2020-04-17,2020-04-03,46.833529313,52.0997816227,0.125986897363,0.545943221905,23.2,0.354
Mississippi,Covington County,18853,3185,45.56,517.0,2020-03-28,0.0,,2020-04-03,61.6951080774,37.1672354949,0.136518771331,0.693970420933,25.65,0.386
Mississippi,DeSoto County,182001,23468,382.11,5367.0,2020-03-18,45.0,2020-03-28,2020-04-03,65.8445534348,31.0705694917,0.467026959483,2.03836181313,9.6,0.328
Mississippi,Forrest County,75036,10188,161.01,2903.0,2020-03-11,69.0,2020-04-02,2020-04-03,55.5233836681,41.3099252309,0.520451546694,2.14044861457,25.7,0.364
Mississippi,Franklin County,7788,1553,13.81,305.0,2020-03-20,2.0,2020-04-25,2020-04-03,63.6406731453,34.86608201,0.331832187722,0.497748281583,23.45,0.411
Mississippi,George County,24250,3513,50.66,216.0,2020-03-21,9.0,2020-04-18,2020-04-03,88.0073237717,10.3041399654,0.203438103957,0.905299562608,13.5,0.374
Mississippi,Greene County,13586,2020,19.06,55.0,2020-04-06,3.0,2020-04-24,2020-04-03,80.9201877934,17.9530516432,0.075117370892,0.525821596244,18.5,0.377
Mississippi,Grenada County,21055,3744,49.88,405.0,2020-03-21,1.0,2020-04-16,2020-04-03,56.8856540893,42.0034476154,0.191534188853,0.651216242099,24.95,0.378
Mississippi,Hancock County,47334,9383,99.87,1204.0,2020-03-16,93.0,2020-03-20,2020-04-03,78.3239139122,18.9530170691,0.462407946566,1.76400068505,14.5,0.333
Mississippi,Harrison County,206650,30904,360.24,3327.0,2020-03-17,85.0,2020-03-27,2020-04-03,63.969972292,33.3123912623,0.518718989626,1.90572846189,15.05,0.342
Mississippi,Hinds County,237085,33341,272.56,7387.0,2020-03-15,102.0,2020-04-02,2020-04-03,27.2231690264,70.9251005069,0.481777661248,1.02364097186,22.5,0.37
Mississippi,Holmes County,17622,2652,23.29,1367.0,2020-03-19,55.0,2020-03-25,2020-04-03,16.337828247,82.6117814053,0.255500354862,0.312278211498,43.05,0.411
Mississippi,Humphreys County,8257,1402,19.73,263.0,2020-03-20,35.0,2020-04-01,2020-04-03,25.6737982773,73.6871353154,0.0555709919422,0.277854959711,40.95,0.423
Mississippi,Issaquena County,1308,218,3.17,0.0,,0.0,,2020-04-03,42.6323319027,56.5092989986,0.0,0.572246065808,41.2,0.381
Mississippi,Itawamba County,23517,4152,44.14,400.0,2020-03-21,13.0,2020-04-14,2020-04-03,87.0354992734,11.4178949554,0.197218185593,0.87191197841,13.85,0.365
Mississippi,Jackson County,143277,22721,198.22,4296.0,2020-03-17,78.0,2020-04-02,2020-04-03,68.6330144067,28.7847795007,0.334323105686,1.80358517541,14.8,0.331
Mississippi,Jasper County,16428,3352,24.29,386.0,2020-04-01,10.0,2020-04-17,2020-04-03,47.6145488899,51.5706188002,0.0708549834672,0.330656589513,20.15,0.403
Mississippi,Jefferson County,7106,1199,13.67,110.0,2020-03-27,8.0,2020-04-09,2020-04-03,12.6716766002,86.4731795802,0.181394143561,0.336874838041,35.9,0.448
Mississippi,Jefferson Davis County,11234,2550,27.5,178.0,2020-04-09,10.0,2020-04-17,2020-04-03,39.5382395382,59.6440596441,0.0481000481,0.3367003367,27.6,0.369
Mississippi,Jones County,68461,11577,98.53,1248.0,2020-03-19,20.0,2020-04-07,2020-04-03,71.0654867257,27.4265486726,0.18407079646,0.945132743363,23.45,0.368
Mississippi,Kemper County,10027,2025,13.09,424.0,2020-03-27,0.0,,2020-04-03,38.3272256952,60.939857728,0.0215563699073,0.388014658332,26.45,0.36
Mississippi,Lafayette County,54793,6929,86.74,1208.0,2020-03-20,31.0,2020-03-31,2020-04-03,55.3507789431,40.5661337949,0.682211587415,2.93758273088,24.65,0.33
Mississippi,Lamar County,62447,8603,125.73,1174.0,2020-03-23,17.0,2020-04-17,2020-04-03,76.483725547,20.8610777948,0.306050705157,1.84457587162,14.5,0.336
Mississippi,Lauderdale County,75317,13072,107.03,4070.0,2020-03-26,219.0,2020-04-02,2020-04-03,60.6690371802,37.6635481755,0.241654296268,1.02185245279,23.1,0.367
Mississippi,Lawrence County,12455,2240,28.92,349.0,2020-03-20,0.0,,2020-04-03,64.3387580976,34.4604202876,0.237004266077,0.6162110918,20.0,0.378
Mississippi,Leake County,22763,3719,39.05,1409.0,2020-03-21,10.0,2020-04-17,2020-04-03,56.6026552869,42.4253200569,0.154101469891,0.462304409673,21.4,0.359
Mississippi,Lee County,85202,12598,189.35,1390.0,2020-03-20,47.0,2020-03-28,2020-04-03,67.8520047539,30.1338587602,0.37530493526,1.21974103959,19.15,0.301
Mississippi,Leflore County,28919,4171,48.68,1794.0,2020-03-13,132.0,2020-03-30,2020-04-03,28.8208237508,69.7992891491,0.261342253816,0.763119381142,40.65,0.406
Mississippi,Lincoln County,34205,5881,58.35,1802.0,2020-03-21,90.0,2020-04-03,2020-04-03,69.439873626,29.3424603436,0.171131442111,0.585796090305,18.85,0.366
Mississippi,Lowndes County,58930,9352,116.59,740.0,2020-03-21,17.0,2020-04-13,2020-04-03,52.2057361072,45.9246588965,0.373920999244,1.11778511476,21.8,0.363
Mississippi,Madison County,105630,14043,147.83,3173.0,2020-03-18,68.0,2020-04-02,2020-04-03,56.843811046,40.7520866631,0.281921505949,1.66045107441,13.5,0.316
Mississippi,Marion County,24715,4591,45.57,756.0,2020-03-23,38.0,2020-04-02,2020-04-03,67.2638294154,31.2155903172,0.262169011623,0.91759154068,24.6,0.371
Mississippi,Marshall County,35451,6214,50.2,895.0,2020-03-20,23.0,2020-04-04,2020-04-03,44.3937950742,54.048169819,0.374200571506,0.646346441693,22.2,0.386
Mississippi,Monroe County,35564,6831,46.48,1372.0,2020-03-16,95.0,2020-04-03,2020-04-03,64.0453710158,34.7569862493,0.177428553324,0.671693809011,20.85,0.344
Mississippi,Montgomery County,10023,2169,24.63,401.0,2020-03-22,12.0,2020-03-31,2020-04-03,56.0788082653,42.6477654974,0.168188370975,0.600672753484,25.25,0.363
Mississippi,Neshoba County,29125,4608,51.08,1188.0,2020-03-27,19.0,2020-04-02,2020-04-03,72.935428243,25.5604521939,0.172446828894,0.795171488791,20.55,0.355
Mississippi,Newton County,21443,3585,37.11,522.0,2020-03-24,14.0,2020-04-03,2020-04-03,68.9899930184,29.6602280661,0.209448452409,0.686525482895,17.7,0.317
Mississippi,Noxubee County,10535,1724,15.15,400.0,2020-03-24,0.0,,2020-04-03,21.3253882268,78.1870711448,0.108342361863,0.216684723727,33.95,0.436
Mississippi,Oktibbeha County,49599,5710,108.24,1046.0,2020-03-22,52.0,2020-04-02,2020-04-03,47.4955111139,48.6099931893,0.582007306049,2.60045817596,32.65,0.315
Mississippi,Panola County,34178,5379,49.88,691.0,2020-03-21,22.0,2020-03-31,2020-04-03,49.6229971725,49.1450114447,0.134643866972,0.639558368116,28.7,0.36
Mississippi,Pearl River County,55387,10395,68.27,2651.0,2020-03-13,138.0,2020-04-02,2020-04-03,82.1997565236,15.4501667284,0.396972423649,1.45556555338,20.85,0.33
Mississippi,Perry County,11931,2179,18.43,482.0,2020-03-18,15.0,2020-03-28,2020-04-03,76.1229749632,22.4594992636,0.0920471281296,0.865243004418,20.35,0.325
Mississippi,Pike County,39563,6833,96.73,1930.0,2020-03-20,46.0,2020-04-04,2020-04-03,49.5618243459,48.8453911597,0.255868995075,0.882748033007,26.65,0.378
Mississippi,Pontotoc County,31833,4763,63.95,413.0,2020-03-22,20.0,2020-04-17,2020-04-03,79.9424265515,17.9747692829,0.279400558801,1.1684023368,16.35,0.363
Mississippi,Prentiss County,25315,4603,61.0,434.0,2020-03-25,22.0,2020-04-02,2020-04-03,77.4693546753,20.9401276466,0.253267146186,0.800324181947,21.9,0.331
Mississippi,Quitman County,7051,1224,17.41,304.0,2020-03-26,0.0,,2020-04-03,29.7643900984,68.6847599165,0.208768267223,0.596480763495,34.25,0.407
Mississippi,Rankin County,153902,23539,198.46,3053.0,2020-03-20,42.0,2020-03-26,2020-04-03,75.2461047004,22.3955277397,0.345524480083,1.54182150075,10.5,0.34
Mississippi,Scott County,28287,4260,46.43,2380.0,2020-03-22,11.0,2020-04-06,2020-04-03,58.1939799331,40.5290361812,0.192561062126,0.760109455762,23.5,0.389
Mississippi,Sharkey County,4377,838,10.14,84.0,2020-03-27,0.0,,2020-04-03,32.1391484943,66.9781931464,0.103842159917,0.415368639668,34.1,0.408
Mississippi,Simpson County,26758,4706,45.42,408.0,2020-03-21,4.0,2020-04-13,2020-04-03,64.7599859846,33.9085494043,0.192711983181,0.648213034338,23.0,0.36
Mississippi,Smith County,16002,3138,25.15,788.0,2020-03-19,37.0,2020-04-02,2020-04-03,77.7792482795,21.1487559555,0.0926416093171,0.674960296453,19.05,0.336
Mississippi,Stone County,18717,2991,42.01,294.0,2020-04-04,2.0,2020-04-04,2020-04-03,75.533919598,21.9849246231,0.219849246231,1.63316582915,17.85,0.322
Mississippi,Sunflower County,25735,3518,36.88,991.0,2020-03-22,25.0,2020-03-28,2020-04-03,29.4280246651,69.7427174144,0.21263023602,0.287050818626,34.15,0.439
Mississippi,Tallahatchie County,13987,2090,21.68,162.0,2020-03-23,10.0,2020-04-17,2020-04-03,41.9420783646,56.8483816014,0.136286201022,0.528109028961,32.9,0.389
Mississippi,Tate County,28759,4799,71.05,705.0,2020-03-22,0.0,,2020-04-03,64.8432698218,33.4006497498,0.175608042848,0.965844235666,17.55,0.35
Mississippi,Tippah County,21995,3637,48.04,1261.0,2020-03-20,87.0,2020-03-27,2020-04-03,78.5518976266,19.7746910205,0.240621240293,0.787487695505,24.1,0.345
Mississippi,Tishomingo County,19454,3969,45.85,73.0,2020-03-31,0.0,,2020-04-03,85.6438026474,11.9133574007,0.324909747292,1.66064981949,21.3,0.297
Mississippi,Tunica County,9944,1215,21.87,677.0,2020-03-21,33.0,2020-03-25,2020-04-03,24.256425065,74.4152468958,0.231013572047,0.519780537107,28.25,0.407
Mississippi,Union County,28606,4785,68.83,245.0,2020-03-21,25.0,2020-04-02,2020-04-03,80.5433444698,17.3114119923,0.175839634254,1.13416564094,18.8,0.338
Mississippi,Walthall County,14465,2840,35.81,536.0,2020-03-19,0.0,,2020-04-03,57.0993399898,41.8852597732,0.152310035539,0.406160094771,22.75,0.393
Mississippi,Warren County,46176,7665,78.46,439.0,2020-03-29,30.0,2020-04-02,2020-04-03,51.5120030623,46.5795373763,0.289823371794,1.1866353147,20.4,0.398
Mississippi,Washington County,45063,7140,62.1,1538.0,2020-03-21,49.0,2020-04-06,2020-04-03,31.1646420973,67.5794386109,0.212751355432,0.679431747993,34.0,0.4
Mississippi,Wayne County,20298,3473,25.04,230.0,2020-04-02,0.0,,2020-04-03,62.4816446402,36.637298091,0.0314663310258,0.471994965387,23.55,0.366
Mississippi,Webster County,9788,1738,23.24,381.0,2020-03-20,18.0,2020-03-25,2020-04-03,78.6027070064,19.9243630573,0.298566878981,0.537420382166,25.95,0.353
Mississippi,Wilkinson County,8792,1513,12.97,1285.0,2020-03-19,81.0,2020-03-25,2020-04-03,31.2649736464,67.7048394825,0.0958313368471,0.359367513177,29.35,0.424
Mississippi,Winston County,18165,3628,29.91,643.0,2020-03-19,0.0,,2020-04-03,55.569490366,43.0737658192,0.330635047315,0.615665260518,23.1,0.357
Mississippi,Yalobusha County,12392,2474,26.53,361.0,2020-03-26,0.0,,2020-04-03,55.5628920436,42.4892703863,0.3796632552,1.15549686365,27.15,0.381
Mississippi,Yazoo County,28248,3762,30.63,1754.0,2020-03-19,11.0,2020-04-03,2020-04-03,46.1787302871,52.780024262,0.0606550748079,0.475131419329,32.2,0.383
Missouri,Adair County,25339,3755,44.66,290.0,2020-03-23,0.0,,2020-04-06,59.3765413831,34.4776561113,1.4501331755,4.20242675348,27.25,0.305
Missouri,Andrew County,17607,3253,40.7,16.0,2020-04-11,0.0,,2020-04-06,72.9212253829,22.3741794311,0.700218818381,3.6761487965,8.35,0.289
Missouri,Atchison County,5171,1315,9.45,44.0,2020-03-27,0.0,,2020-04-06,75.6151303709,19.8677928755,0.514138817481,3.81931692986,13.35,0.29
Missouri,Audrain County,25473,4552,36.8,8.0,2020-04-19,0.0,,2020-04-06,69.5111022603,25.5600916061,0.726874439908,3.61445783133,16.4,0.295
Missouri,Barry County,35886,7388,46.12,74.0,2020-03-28,0.0,,2020-04-06,78.2456861134,18.5565598466,0.451930977814,2.31443440153,17.4,0.298
Missouri,Barton County,11798,2423,19.93,0.0,,0.0,,2020-04-06,83.5805799056,13.4018880647,0.370869858395,2.27579231288,15.2,0.309
Missouri,Bates County,16320,3164,19.51,141.0,2020-03-21,14.0,2020-04-13,2020-04-06,74.8036404438,20.1595810996,0.685700037402,3.81498566264,17.25,0.33
Missouri,Benton County,19278,5939,27.38,89.0,2020-03-26,0.0,,2020-04-06,75.2504173623,21.1185308848,0.427796327212,2.90066777963,18.15,0.348
Missouri,Bollinger County,12169,2502,19.69,73.0,2020-03-26,0.0,,2020-04-06,85.1472922914,12.4360557418,0.21167754454,1.7110601517,18.6,0.357
Missouri,Boone County,180005,22058,262.57,2581.0,2020-03-17,35.0,2020-03-18,2020-04-06,43.3863068946,49.2990205493,1.53519300941,5.11570962166,18.35,0.257
Missouri,Buchanan County,88571,14275,216.96,649.0,2020-03-27,18.0,2020-04-09,2020-04-06,59.9358884234,33.7710541855,0.964485560836,4.80555633664,14.2,0.383
Missouri,Butler County,42639,8021,61.38,374.0,2020-04-01,0.0,,2020-04-06,79.1956824513,17.6183844011,0.568709377902,2.27483751161,21.0,0.329
Missouri,Caldwell County,9108,1802,21.36,38.0,2020-04-01,0.0,,2020-04-06,74.9825945695,19.4244604317,0.603388257136,4.36296124391,15.75,0.366
Missouri,Callaway County,44889,7304,53.79,569.0,2020-03-23,21.0,2020-04-06,2020-04-06,68.2386155696,26.0783186072,0.951534480054,3.93161499451,10.85,0.346
Missouri,Camden County,45815,12905,69.84,767.0,2020-03-23,30.0,2020-03-28,2020-04-06,75.3809395005,21.2153998738,0.49589757461,2.65079794428,11.7,0.294
Missouri,Cape Girardeau County,78753,13279,136.12,815.0,2020-03-25,19.0,2020-04-08,2020-04-06,73.0549152542,22.9640677966,0.645423728814,2.9993220339,14.6,0.271
Missouri,Carroll County,8743,1906,12.59,11.0,2020-04-22,0.0,,2020-04-06,79.7982114194,17.0832377895,0.389818848888,2.43063517542,13.95,0.316
Missouri,Carter County,6054,1207,11.93,90.0,2020-03-26,22.0,2020-04-05,2020-04-06,81.7382125264,15.3413089374,0.633356790992,1.90007037298,22.6,0.328
Missouri,Cass County,104954,17692,150.66,1111.0,2020-03-16,82.0,2020-04-01,2020-04-06,65.0813368826,29.2142364192,0.828157349896,4.24332051661,7.65,0.331
Missouri,Cedar County,14165,3308,29.85,135.0,2020-03-30,0.0,,2020-04-06,79.945842625,16.0879260911,0.477859190825,2.85122650526,18.95,0.313
Missouri,Chariton County,7451,1762,9.92,117.0,2020-03-27,0.0,,2020-04-06,74.4068652196,22.4129227663,0.2523977789,2.44825845533,14.75,0.319
Missouri,Christian County,86983,13671,154.6,484.0,2020-03-19,0.0,,2020-04-06,74.7475479538,20.5464560081,0.591873218341,3.60921872735,9.0,0.293
Missouri,Clark County,6842,1423,13.56,24.0,2020-04-03,0.0,,2020-04-06,74.1254523522,21.8335343788,0.663449939686,3.04583835947,12.9,0.334
Missouri,Clay County,246365,34771,619.52,1298.0,2020-03-24,20.0,2020-04-07,2020-04-06,52.4803866822,41.361443467,1.00057672767,4.69804187226,7.65,0.284
Missouri,Clinton County,20470,3703,48.86,270.0,2020-03-23,0.0,,2020-04-06,69.2164362067,25.2231048348,0.755124056095,4.23654015887,8.35,0.322
Missouri,Cole County,76796,12734,196.13,1123.0,2020-03-17,20.0,2020-04-07,2020-04-06,66.0476101017,29.2718928639,0.678994122541,3.69286921983,9.55,0.303
Missouri,Cooper County,17603,3155,31.17,106.0,2020-03-25,0.0,,2020-04-06,70.498996991,24.222668004,0.727181544634,3.83650952859,13.4,0.293
Missouri,Crawford County,23957,4711,32.27,114.0,2020-03-30,0.0,,2020-04-06,77.8629032258,18.3870967742,0.917338709677,2.25806451613,15.7,0.323
Missouri,Dade County,7569,1790,15.45,0.0,,0.0,,2020-04-06,80.5871931157,16.1225006328,0.404960769425,2.37914452037,18.9,0.32
Missouri,Dallas County,16762,3398,30.99,38.0,2020-04-07,0.0,,2020-04-06,79.2338709677,17.0833333333,0.645161290323,2.41935483871,16.5,0.329
Missouri,Daviess County,8313,1699,14.76,23.0,2020-04-15,0.0,,2020-04-06,74.8983464353,19.7885605855,0.487937110328,3.87638926538,14.35,0.311
Missouri,DeKalb County,12630,2102,29.97,63.0,2020-04-01,0.0,,2020-04-06,77.1241830065,17.9520697168,0.653594771242,3.8779956427,9.3,0.354
Missouri,Dent County,15441,3359,20.51,0.0,,0.0,,2020-04-06,82.6054883446,14.4290351136,0.531130126881,2.00649159044,18.35,0.343
Missouri,Douglas County,13373,3254,16.44,0.0,,0.0,,2020-04-06,82.3229291717,14.7659063625,0.31512605042,2.02581032413,21.45,0.32
Missouri,Dunklin County,29423,5508,54.38,390.0,2020-03-21,22.0,2020-04-15,2020-04-06,75.9031586911,22.3188954038,0.283714772082,1.34291658786,23.6,0.355
Missouri,Franklin County,103670,17998,112.36,1910.0,2020-03-24,84.0,2020-04-06,2020-04-06,70.7763013288,24.6558097712,0.855230292737,3.25107403337,10.55,0.345
Missouri,Gasconade County,14705,3344,28.33,49.0,2020-04-01,0.0,,2020-04-06,76.1687264911,20.4056958624,0.631380977969,2.41805480924,11.6,0.307
Missouri,Gentry County,6628,1317,13.49,21.0,2020-04-06,0.0,,2020-04-06,75.9643916914,19.9472469502,0.296735905045,3.56083086053,15.45,0.333
Missouri,Greene County,291923,48085,432.27,2248.0,2020-03-12,195.0,2020-03-25,2020-04-06,60.6438417353,33.2264965637,1.13785077855,4.47147144794,15.7,0.294
Missouri,Grundy County,9914,2140,22.78,0.0,,0.0,,2020-04-06,78.4500339905,17.6750509857,0.634489009744,2.67391796964,14.15,0.325
Missouri,Harrison County,8414,1890,11.65,127.0,2020-03-31,0.0,,2020-04-06,80.5268875611,15.5893536122,0.516023900054,2.63443780554,16.85,0.315
Missouri,Henry County,21792,4738,31.27,125.0,2020-03-13,29.0,2020-03-29,2020-04-06,71.7605276509,23.9066463724,0.618975139523,3.15575849822,16.45,0.331
Missouri,Hickory County,9509,3117,23.84,0.0,,0.0,,2020-04-06,75.026499894,21.5391138435,0.657197371211,2.28959084164,15.45,0.333
Missouri,Holt County,4404,1106,9.52,12.0,2020-04-15,0.0,,2020-04-06,82.0272572402,14.7359454855,0.255536626917,2.81090289608,14.2,0.296
Missouri,Howard County,10137,1953,21.86,34.0,2020-04-07,0.0,,2020-04-06,67.5530818388,26.3656977943,0.845186559472,4.30839002268,15.5,0.316
Missouri,Howell County,40076,7952,43.22,96.0,2020-04-02,0.0,,2020-04-06,79.7473442435,16.5374677003,0.75222509331,2.49210450761,20.0,0.293
Missouri,Iron County,10177,2177,18.49,24.0,2020-04-11,0.0,,2020-04-06,74.4835680751,21.9014084507,0.704225352113,2.58215962441,23.05,0.309
Missouri,Jackson County,700307,104655,1158.45,15148.0,2020-03-17,359.0,2020-03-25,2020-04-06,39.0314320401,55.6761646314,1.17559842619,3.63493537099,15.3,0.32
Missouri,Jasper County,120636,18863,188.93,475.0,2020-03-21,0.0,,2020-04-06,72.7661429253,21.9286411092,1.00458706075,3.65096826418,18.65,0.326
Missouri,Jefferson County,224347,33636,341.75,3933.0,2020-03-24,54.0,2020-04-09,2020-04-06,65.087903066,29.7690834112,0.877615151601,3.74260396909,9.4,0.351
Missouri,Johnson County,53652,6790,64.7,1105.0,2020-03-21,0.0,,2020-04-06,64.9784227249,28.0931379523,0.972162943994,5.18803054014,16.0,0.325
Missouri,Knox County,3947,871,7.83,0.0,,0.0,,2020-04-06,75.6829137654,20.2999464381,0.642742367434,2.8387787895,18.9,0.329
Missouri,Laclede County,35713,6373,46.71,0.0,,0.0,,2020-04-06,80.4185725923,15.9345823673,0.545146939031,2.66934018422,16.0,0.319
Missouri,Lafayette County,32598,6150,51.87,782.0,2020-03-23,28.0,2020-03-30,2020-04-06,69.4087891242,25.589630098,0.581726209295,3.77489724945,10.85,0.311
Missouri,Lawrence County,38359,7018,62.7,0.0,,0.0,,2020-04-06,78.4694734317,17.3803526448,0.623725560753,2.82475710687,16.7,0.3
Missouri,Lewis County,9855,1822,19.51,29.0,2020-04-18,5.0,2020-04-22,2020-04-06,75.0898472597,20.9568733154,0.584007187781,2.85265049416,16.6,0.344
Missouri,Lincoln County,57686,7740,92.07,718.0,2020-03-27,19.0,2020-04-08,2020-04-06,72.8607635676,22.371967655,0.792533290421,3.25059339421,10.6,0.365
Missouri,Linn County,12037,2543,19.55,92.0,2020-04-03,14.0,2020-04-13,2020-04-06,73.2950466619,22.2361809045,0.969131371141,3.08686288586,15.2,0.354
Missouri,Livingston County,15146,2915,28.45,41.0,2020-03-30,0.0,,2020-04-06,76.1392009988,19.740948814,0.312109862672,3.32397003745,21.5,0.281
Missouri,Macon County,15153,3447,18.91,56.0,2020-03-30,0.0,,2020-04-06,76.4480802217,20.0290275762,0.752078110569,2.30901174297,15.7,0.309
Missouri,Madison County,12188,2330,24.65,21.0,2020-04-06,0.0,,2020-04-06,77.1342610004,18.8980819857,0.56412185032,2.8206092516,18.45,0.36
Missouri,Maries County,8769,1883,16.64,52.0,2020-03-30,0.0,,2020-04-06,79.1240551356,17.6522899066,0.51133837261,2.44553134727,13.75,0.308
Missouri,Marion County,28592,5168,65.44,29.0,2020-04-18,0.0,,2020-04-06,72.9964346613,23.1979538056,0.488296388157,2.93752906526,16.4,0.283
Missouri,McDonald County,23078,3527,42.78,99.0,2020-03-25,0.0,,2020-04-06,80.1530426333,16.1423539415,0.850236851694,2.31993198105,16.4,0.317
Missouri,Mercer County,3641,803,8.02,0.0,,0.0,,2020-04-06,85.4514088557,12.4209315699,0.115008625647,1.55261644623,15.1,0.324
Missouri,Miller County,25336,4878,42.75,12.0,2020-04-15,0.0,,2020-04-06,81.3474680217,15.3320483617,0.508147888558,2.47941124934,15.65,0.349
Missouri,Mississippi County,13336,2372,32.4,53.0,2020-04-22,0.0,,2020-04-06,69.6999031946,28.2284607938,0.290416263311,1.52952565344,27.75,0.336
Missouri,Moniteau County,16121,2543,38.84,361.0,2020-03-23,0.0,,2020-04-06,78.4958871915,18.169800235,0.381903642773,2.5705052879,11.0,0.313
Missouri,Monroe County,8664,2023,13.38,0.0,,0.0,,2020-04-06,76.1755485893,20.5690860863,0.313479623824,2.74897516277,12.4,0.321
Missouri,Montgomery County,11534,2442,21.56,164.0,2020-03-25,0.0,,2020-04-06,76.0324483776,20.6120943953,0.589970501475,2.45206489676,14.2,0.312
Missouri,Morgan County,20358,4772,34.06,44.0,2020-03-30,0.0,,2020-04-06,76.6534316506,20.0567214974,0.578559273965,2.29154849688,16.3,0.285
Missouri,New Madrid County,17296,3313,25.63,162.0,2020-04-02,0.0,,2020-04-06,71.6811751904,26.2921653972,0.326441784548,1.44178454842,21.75,0.332
Missouri,Newton County,58266,10553,93.26,231.0,2020-03-25,5.0,2020-04-22,2020-04-06,77.5145250132,18.818380744,0.633818758017,2.41832038029,15.85,0.322
Missouri,Nodaway County,22304,3404,25.43,57.0,2020-04-04,0.0,,2020-04-06,67.5813115796,26.7930924886,0.646254899883,4.24833139104,22.9,0.303
Missouri,Oregon County,10541,2458,13.35,20.0,2020-04-07,0.0,,2020-04-06,78.6449399657,18.5463121784,0.300171526587,1.88679245283,24.95,0.323
Missouri,Osage County,13714,2390,22.61,102.0,2020-03-30,0.0,,2020-04-06,82.5798248093,14.1000282566,0.480361684092,2.57134783837,10.9,0.292
Missouri,Ozark County,9017,2600,12.1,0.0,,0.0,,2020-04-06,80.8487002888,16.0853143746,0.910908686958,1.55520995334,16.7,0.293
Missouri,Pemiscot County,16272,2781,33.03,236.0,2020-03-24,4.0,2020-04-23,2020-04-06,65.7925311203,32.2987551867,0.348547717842,1.29460580913,31.7,0.354
